task_number	 question_number	 questionnaire_name	 question_nameeeeeeeeeeeee	 question_response	 attempt	 study_name	 session_id
4	6	otherimages2	oi2cogaffRichrt	17680	1	jiang.selfother1	10287851
4	6	otherimages2	oi2cogaffRich	6	1	jiang.selfother1	10287851
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10287851
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10287851
6	1003	iatselfcog	d	0.63	1	jiang.selfother1	10287851
2	0	realstart	commitrt	40577	1	jiang.selfother1	10287860
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10287860
4	1	otherimages2	oi2choose	2	1	jiang.selfother1	10287860
4	1	otherimages2	oi2choosert	37500	1	jiang.selfother1	10287860
4	2	otherimages2	oi2scalert	11929	1	jiang.selfother1	10287860
4	2	otherimages2	oi2scale	2	1	jiang.selfother1	10287860
4	3	otherimages2	oi2valNorthrt	27619	1	jiang.selfother1	10287860
4	3	otherimages2	oi2valNorth	4	1	jiang.selfother1	10287860
4	4	otherimages2	oi2cogaffNorth	5	1	jiang.selfother1	10287860
4	4	otherimages2	oi2cogaffNorthrt	21556	1	jiang.selfother1	10287860
4	5	otherimages2	oi2valRichrt	9540	1	jiang.selfother1	10287860
4	5	otherimages2	oi2valRich	6	1	jiang.selfother1	10287860
4	6	otherimages2	oi2cogaffRichrt	5741	1	jiang.selfother1	10287860
4	6	otherimages2	oi2cogaffRich	4	1	jiang.selfother1	10287860
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10287860
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10287860
6	1003	iatselfcog	d	-0.22	1	jiang.selfother1	10287860
2	0	realstart	commitrt	59114	1	jiang.selfother1	10287873
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10287873
4	1	selfimages2	si2choosert	83259	1	jiang.selfother1	10287873
4	1	selfimages2	si2choose	2	1	jiang.selfother1	10287873
4	2	selfimages2	si2scalert	10090	1	jiang.selfother1	10287873
4	2	selfimages2	si2scale	2	1	jiang.selfother1	10287873
4	3	selfimages2	si2valNorthrt	19110	1	jiang.selfother1	10287873
4	3	selfimages2	si2valNorth	5	1	jiang.selfother1	10287873
4	4	selfimages2	si2cogaffNorthrt	28689	1	jiang.selfother1	10287873
4	4	selfimages2	si2cogaffNorth	6	1	jiang.selfother1	10287873
4	5	selfimages2	si2valRichrt	6850	1	jiang.selfother1	10287873
4	5	selfimages2	si2valRich	6	1	jiang.selfother1	10287873
4	6	selfimages2	si2cogaffRichrt	23785	1	jiang.selfother1	10287873
4	6	selfimages2	si2cogaffRich	2	1	jiang.selfother1	10287873
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10287873
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10287873
6	1003	iatselfcog	d	-0.72	1	jiang.selfother1	10287873
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10287902
2	0	realstart	commitrt	46270	1	jiang.selfother1	10287902
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10287902
4	1	otherwords1	ow1choosert	125660	1	jiang.selfother1	10287902
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10287902
4	2	otherwords1	ow1scalert	28277	1	jiang.selfother1	10287902
4	3	otherwords1	ow1valmaple	6	1	jiang.selfother1	10287902
4	3	otherwords1	ow1valmaplert	20224	1	jiang.selfother1	10287902
4	4	otherwords1	ow1cogaffmaplert	28883	1	jiang.selfother1	10287902
4	4	otherwords1	ow1cogaffmaple	2	1	jiang.selfother1	10287902
4	5	otherwords1	ow1valoakrt	12604	1	jiang.selfother1	10287902
4	5	otherwords1	ow1valoak	4	1	jiang.selfother1	10287902
4	6	otherwords1	ow1cogaffoakrt	14994	1	jiang.selfother1	10287902
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10287902
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10287902
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10287902
6	1003	iatselfcog	d	-0.40	1	jiang.selfother1	10287902
2	0	realstart	commitrt	65586	1	jiang.selfother1	10287916
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10287916
4	1	otherimages1	oi1choose	2	1	jiang.selfother1	10287916
4	1	otherimages1	oi1choosert	61559	1	jiang.selfother1	10287916
4	2	otherimages1	oi1scale	3	1	jiang.selfother1	10287916
4	2	otherimages1	oi1scalert	10950	1	jiang.selfother1	10287916
4	3	otherimages1	oi1valRichrt	12976	1	jiang.selfother1	10287916
4	3	otherimages1	oi1valRich	4	1	jiang.selfother1	10287916
4	4	otherimages1	oi1cogaffRich	4	1	jiang.selfother1	10287916
4	4	otherimages1	oi1cogaffRichrt	32809	1	jiang.selfother1	10287916
4	5	otherimages1	oi1valNorth	5	1	jiang.selfother1	10287916
4	5	otherimages1	oi1valNorthrt	16278	1	jiang.selfother1	10287916
4	6	otherimages1	oi1cogaffNorthrt	12256	1	jiang.selfother1	10287916
4	6	otherimages1	oi1cogaffNorth	6	1	jiang.selfother1	10287916
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10287916
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10287916
6	1003	iatselfcog	d	0.21	1	jiang.selfother1	10287916
2	0	realstart	commit	I will complete tis study with my full attention	1	jiang.selfother1	10287924
2	0	realstart	commitrt	65583	1	jiang.selfother1	10287924
4	1	selfimages2	si2choose	2	1	jiang.selfother1	10287924
4	1	selfimages2	si2choosert	21927	1	jiang.selfother1	10287924
4	2	selfimages2	si2scalert	13681	1	jiang.selfother1	10287924
4	2	selfimages2	si2scale	2	1	jiang.selfother1	10287924
4	3	selfimages2	si2valNorthrt	6200	1	jiang.selfother1	10287924
4	3	selfimages2	si2valNorth	6	1	jiang.selfother1	10287924
4	4	selfimages2	si2cogaffNorth	7	1	jiang.selfother1	10287924
4	4	selfimages2	si2cogaffNorthrt	16778	1	jiang.selfother1	10287924
4	5	selfimages2	si2valRich	5	1	jiang.selfother1	10287924
4	5	selfimages2	si2valRichrt	19046	1	jiang.selfother1	10287924
4	6	selfimages2	si2cogaffRichrt	14478	1	jiang.selfother1	10287924
4	6	selfimages2	si2cogaffRich	4	1	jiang.selfother1	10287924
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10287924
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10287924
6	1003	iatselfcog	d	0.17	1	jiang.selfother1	10287924
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10287925
2	0	realstart	commitrt	19771	1	jiang.selfother1	10287925
4	1	selfimages1	si1choosert	31781	1	jiang.selfother1	10287925
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10287925
4	2	selfimages1	si1scalert	8499	1	jiang.selfother1	10287925
4	2	selfimages1	si1scale	5	1	jiang.selfother1	10287925
4	3	selfimages1	si1valRich	6	1	jiang.selfother1	10287925
4	3	selfimages1	si1valRichrt	10007	1	jiang.selfother1	10287925
4	4	selfimages1	si1cogaffRichrt	14271	1	jiang.selfother1	10287925
4	4	selfimages1	si1cogaffRich	7	1	jiang.selfother1	10287925
4	5	selfimages1	si1valNorth	6	1	jiang.selfother1	10287925
4	5	selfimages1	si1valNorthrt	8643	1	jiang.selfother1	10287925
4	6	selfimages1	si1cogaffNorthrt	6738	1	jiang.selfother1	10287925
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10287925
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10287925
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10287925
6	1003	iatselfcog	d	0.24	1	jiang.selfother1	10287925
2	0	realstart	commitrt	40327	1	jiang.selfother1	10287926
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10287926
4	1	selfimages1	si1choose	2	1	jiang.selfother1	10287926
4	1	selfimages1	si1choosert	31957	1	jiang.selfother1	10287926
4	2	selfimages1	si1scale	3	1	jiang.selfother1	10287926
4	2	selfimages1	si1scalert	9300	1	jiang.selfother1	10287926
4	3	selfimages1	si1valRichrt	13200	1	jiang.selfother1	10287926
4	3	selfimages1	si1valRich	6	1	jiang.selfother1	10287926
4	4	selfimages1	si1cogaffRich	3	1	jiang.selfother1	10287926
4	4	selfimages1	si1cogaffRichrt	42445	1	jiang.selfother1	10287926
4	5	selfimages1	si1valNorth	5	1	jiang.selfother1	10287926
4	5	selfimages1	si1valNorthrt	10664	1	jiang.selfother1	10287926
4	6	selfimages1	si1cogaffNorth	5	1	jiang.selfother1	10287926
4	6	selfimages1	si1cogaffNorthrt	7672	1	jiang.selfother1	10287926
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10287926
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10287926
6	1003	iatselfcog	d	-0.13	1	jiang.selfother1	10287926
2	0	realstart	commitrt	12147	1	jiang.selfother1	10287954
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10287954
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10287954
4	1	selfimages1	si1choosert	19552	1	jiang.selfother1	10287954
4	2	selfimages1	si1scalert	6783	1	jiang.selfother1	10287954
4	2	selfimages1	si1scale	5	1	jiang.selfother1	10287954
4	3	selfimages1	si1valRichrt	5777	1	jiang.selfother1	10287954
4	3	selfimages1	si1valRich	7	1	jiang.selfother1	10287954
4	4	selfimages1	si1cogaffRichrt	19786	1	jiang.selfother1	10287954
4	4	selfimages1	si1cogaffRich	2	1	jiang.selfother1	10287954
4	5	selfimages1	si1valNorthrt	15471	1	jiang.selfother1	10287954
4	5	selfimages1	si1valNorth	7	1	jiang.selfother1	10287954
4	6	selfimages1	si1cogaffNorthrt	3990	1	jiang.selfother1	10287954
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10287954
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10287954
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10287954
6	1003	iatselfcog	d	-0.35	1	jiang.selfother1	10287954
2	0	realstart	commitrt	14204	1	jiang.selfother1	10287955
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10287955
4	1	otherimages1	oi1choosert	16456	1	jiang.selfother1	10287955
4	1	otherimages1	oi1choose	1	1	jiang.selfother1	10287955
4	2	otherimages1	oi1scalert	13058	1	jiang.selfother1	10287955
4	2	otherimages1	oi1scale	6	1	jiang.selfother1	10287955
4	3	otherimages1	oi1valRich	6	1	jiang.selfother1	10287955
4	3	otherimages1	oi1valRichrt	10570	1	jiang.selfother1	10287955
4	4	otherimages1	oi1cogaffRichrt	37263	1	jiang.selfother1	10287955
4	4	otherimages1	oi1cogaffRich	2	1	jiang.selfother1	10287955
4	5	otherimages1	oi1valNorthrt	7269	1	jiang.selfother1	10287955
4	5	otherimages1	oi1valNorth	4	1	jiang.selfother1	10287955
4	6	otherimages1	oi1cogaffNorth	6	1	jiang.selfother1	10287955
4	6	otherimages1	oi1cogaffNorthrt	9530	1	jiang.selfother1	10287955
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10287955
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10287955
6	1003	iatselfcog	d	-0.21	1	jiang.selfother1	10287955
2	0	realstart	commitrt	43191	1	jiang.selfother1	10287973
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10287973
4	1	otherimages2	oi2choosert	26495	1	jiang.selfother1	10287973
4	1	otherimages2	oi2choose	2	1	jiang.selfother1	10287973
4	2	otherimages2	oi2scale	3	1	jiang.selfother1	10287973
4	2	otherimages2	oi2scalert	6510	1	jiang.selfother1	10287973
4	3	otherimages2	oi2valNorth	6	1	jiang.selfother1	10287973
4	3	otherimages2	oi2valNorthrt	11124	1	jiang.selfother1	10287973
4	4	otherimages2	oi2cogaffNorthrt	29272	1	jiang.selfother1	10287973
4	4	otherimages2	oi2cogaffNorth	6	1	jiang.selfother1	10287973
4	5	otherimages2	oi2valRich	5	1	jiang.selfother1	10287973
4	5	otherimages2	oi2valRichrt	4958	1	jiang.selfother1	10287973
4	6	otherimages2	oi2cogaffRichrt	3578	1	jiang.selfother1	10287973
4	6	otherimages2	oi2cogaffRich	4	1	jiang.selfother1	10287973
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10287973
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10287973
6	1003	iatselfcog	d	0.14	1	jiang.selfother1	10287973
2	0	realstart	commitrt	30462	1	jiang.selfother1	10288003
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10288003
4	1	otherwords2	ow2choose	2	1	jiang.selfother1	10288003
4	1	otherwords2	ow2choosert	79828	1	jiang.selfother1	10288003
4	2	otherwords2	ow2scalert	12472	1	jiang.selfother1	10288003
4	2	otherwords2	ow2scale	3	1	jiang.selfother1	10288003
4	3	otherwords2	ow2valoakrt	11372	1	jiang.selfother1	10288003
4	3	otherwords2	ow2valoak	4	1	jiang.selfother1	10288003
4	4	otherwords2	ow2cogaffoakrt	33242	1	jiang.selfother1	10288003
4	4	otherwords2	ow2cogaffoak	6	1	jiang.selfother1	10288003
4	5	otherwords2	ow2valmaplert	22989	1	jiang.selfother1	10288003
4	5	otherwords2	ow2valmaple	7	1	jiang.selfother1	10288003
4	6	otherwords2	ow2cogaffmaplert	15258	1	jiang.selfother1	10288003
4	6	otherwords2	ow2cogaffmaple	2	1	jiang.selfother1	10288003
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10288003
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10288003
6	1003	iatselfcog	d	0.11	1	jiang.selfother1	10288003
2	0	realstart	commitrt	116942	1	jiang.selfother1	10288017
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10288017
4	1	selfimages1	si1choose	2	1	jiang.selfother1	10288017
4	1	selfimages1	si1choosert	51438	1	jiang.selfother1	10288017
4	2	selfimages1	si1scale	2	1	jiang.selfother1	10288017
4	2	selfimages1	si1scalert	21945	1	jiang.selfother1	10288017
4	3	selfimages1	si1valRich	7	1	jiang.selfother1	10288017
4	3	selfimages1	si1valRichrt	31829	1	jiang.selfother1	10288017
4	4	selfimages1	si1cogaffRichrt	49169	1	jiang.selfother1	10288017
4	4	selfimages1	si1cogaffRich	3	1	jiang.selfother1	10288017
4	5	selfimages1	si1valNorthrt	25988	1	jiang.selfother1	10288017
4	5	selfimages1	si1valNorth	7	1	jiang.selfother1	10288017
4	6	selfimages1	si1cogaffNorthrt	19565	1	jiang.selfother1	10288017
4	6	selfimages1	si1cogaffNorth	1	1	jiang.selfother1	10288017
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10288017
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10288017
6	1003	iatselfcog	d	-0.32	1	jiang.selfother1	10288017
2	0	realstart	commitrt	34199	1	jiang.selfother1	10288025
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10288025
4	1	selfimages2	si2choosert	41907	1	jiang.selfother1	10288025
4	1	selfimages2	si2choose	1	1	jiang.selfother1	10288025
4	2	selfimages2	si2scalert	8890	1	jiang.selfother1	10288025
4	2	selfimages2	si2scale	5	1	jiang.selfother1	10288025
4	3	selfimages2	si2valNorth	5	1	jiang.selfother1	10288025
4	3	selfimages2	si2valNorthrt	32401	1	jiang.selfother1	10288025
4	4	selfimages2	si2cogaffNorthrt	12833	1	jiang.selfother1	10288025
4	4	selfimages2	si2cogaffNorth	7	1	jiang.selfother1	10288025
4	5	selfimages2	si2valRichrt	5668	1	jiang.selfother1	10288025
4	5	selfimages2	si2valRich	4	1	jiang.selfother1	10288025
4	6	selfimages2	si2cogaffRich	5	1	jiang.selfother1	10288025
4	6	selfimages2	si2cogaffRichrt	9195	1	jiang.selfother1	10288025
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10288025
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10288025
6	1003	iatselfcog	d	-0.39	1	jiang.selfother1	10288025
2	0	realstart	commitrt	26904	1	jiang.selfother1	10288028
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10288028
4	1	selfimages2	si2choosert	18074	1	jiang.selfother1	10288028
4	1	selfimages2	si2choose	1	1	jiang.selfother1	10288028
4	2	selfimages2	si2scalert	21112	1	jiang.selfother1	10288028
4	2	selfimages2	si2scale	5	1	jiang.selfother1	10288028
4	3	selfimages2	si2valNorthrt	11533	1	jiang.selfother1	10288028
4	3	selfimages2	si2valNorth	6	1	jiang.selfother1	10288028
4	4	selfimages2	si2cogaffNorthrt	11896	1	jiang.selfother1	10288028
4	4	selfimages2	si2cogaffNorth	5	1	jiang.selfother1	10288028
4	5	selfimages2	si2valRichrt	12300	1	jiang.selfother1	10288028
4	5	selfimages2	si2valRich	5	1	jiang.selfother1	10288028
4	6	selfimages2	si2cogaffRichrt	7487	1	jiang.selfother1	10288028
4	6	selfimages2	si2cogaffRich	6	1	jiang.selfother1	10288028
2	0	realstart	commitrt	44159	1	jiang.selfother1	10288039
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10288039
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10288039
4	1	selfwords2	sw2choosert	94247	1	jiang.selfother1	10288039
4	2	selfwords2	sw2scalert	66037	1	jiang.selfother1	10288039
4	2	selfwords2	sw2scale	2	1	jiang.selfother1	10288039
4	3	selfwords2	sw2valoakrt	25768	1	jiang.selfother1	10288039
4	3	selfwords2	sw2valoak	6	1	jiang.selfother1	10288039
4	4	selfwords2	sw2cogaffoakrt	36240	1	jiang.selfother1	10288039
4	4	selfwords2	sw2cogaffoak	6	1	jiang.selfother1	10288039
4	5	selfwords2	sw2valmaplert	15964	1	jiang.selfother1	10288039
4	5	selfwords2	sw2valmaple	6	1	jiang.selfother1	10288039
4	6	selfwords2	sw2cogaffmaplert	14529	1	jiang.selfother1	10288039
4	6	selfwords2	sw2cogaffmaple	7	1	jiang.selfother1	10288039
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10288039
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10288039
6	1003	iatselfcog	d	0.03	1	jiang.selfother1	10288039
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10288053
2	0	realstart	commitrt	67704	1	jiang.selfother1	10288053
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10288053
4	1	selfimages1	si1choosert	54375	1	jiang.selfother1	10288053
4	2	selfimages1	si1scalert	36310	1	jiang.selfother1	10288053
4	2	selfimages1	si1scale	5	1	jiang.selfother1	10288053
4	3	selfimages1	si1valRichrt	22303	1	jiang.selfother1	10288053
4	3	selfimages1	si1valRich	5	1	jiang.selfother1	10288053
4	4	selfimages1	si1cogaffRichrt	38107	1	jiang.selfother1	10288053
4	4	selfimages1	si1cogaffRich	1	1	jiang.selfother1	10288053
4	5	selfimages1	si1valNorthrt	32821	1	jiang.selfother1	10288053
4	5	selfimages1	si1valNorth	3	1	jiang.selfother1	10288053
4	6	selfimages1	si1cogaffNorthrt	20599	1	jiang.selfother1	10288053
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10288053
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10288053
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10288053
6	1003	iatselfcog	d	-0.15	1	jiang.selfother1	10288053
2	0	realstart	commitrt	22601	1	jiang.selfother1	10288087
